t	wavelength_um	x_um	m	epsilon_real	epsilon_imag
0.7	5.4	-17.7477477477477	0.171445067576369	15.5101974177407	0.097299383368661
0.7	5.4	-17.6876876876877	0.17486231835587	15.5404532748012	0.0995821393540901
0.7	5.4	-17.6276276276276	0.17737385685803	15.5627565030884	0.101269579670138
0.7	5.4	-17.5675675675676	0.178716348235692	15.5747013995535	0.10217495817719
0.7	5.4	-17.5075075075075	0.181191038635353	15.596762528353	0.103850115784586
0.7	5.4	-17.4474474474474	0.18473033408555	15.628410242779	0.106260019346211
0.7	5.4	-17.3873873873874	0.187907016043006	15.65691215122	0.108437247782944
0.7	5.4	-17.3273273273273	0.190836088139722	15.6832738327337	0.110456783625508
0.7	5.4	-17.2672672672673	0.193518723882147	15.7074863947881	0.112316586375009
0.7	5.4	-17.2072072072072	0.196081661966773	15.7306803114615	0.114102552958111
0.7	5.4	-17.1471471471471	0.199378745685897	15.7606071160142	0.116413334787983
0.7	5.4	-17.0870870870871	0.202918041136095	15.792844482669	0.118910559243616
0.7	5.4	-17.027027027027	0.206051772757517	15.8214851514882	0.121136160546342
0.7	5.4	-16.966966966967	0.209102889524929	15.8494590439125	0.123316297862231
0.7	5.4	-16.9069069069069	0.212598061132645	15.8816117804137	0.125829863601275
0.7	5.4	-16.8468468468468	0.216137356582843	15.9142880713047	0.128392852829785
0.7	5.4	-16.7867867867868	0.219073469718253	15.9414858269057	0.130532659122299
0.7	5.4	-16.7267267267267	0.222084687266399	15.9694647614273	0.132740116260466
0.7	5.4	-16.6666666666667	0.22623420607008	16.0081628498957	0.135803631798749
0.7	5.4	-16.6066066066066	0.230472911363884	16.0478642600017	0.138959058519471
0.7	5.4	-16.5465465465465	0.235232653521047	16.092653994076	0.142534079096956
0.7	5.4	-16.4864864864865	0.239800175321863	16.1358433415149	0.145996602512961
0.7	5.4	-16.4264264264264	0.243705604784151	16.1729351119062	0.148982224367609
0.7	5.4	-16.3663663663664	0.247685199854016	16.2108868418999	0.152048493118039
0.7	5.4	-16.3063063063063	0.251834718657696	16.2506273474656	0.155271672135277
0.7	5.4	-16.2462462462462	0.256264470801399	16.2932425248678	0.158742085912897
0.7	5.4	-16.1861861861862	0.261146257629259	16.3404362446664	0.162602366867295
0.7	5.4	-16.1261261261261	0.265633746290253	16.3840323157311	0.166184257706986
0.7	5.4	-16.0660660660661	0.269661220423237	16.4233352360117	0.169426496703939
0.7	5.4	-16.006006006006	0.273227037119182	16.4582727433949	0.172319028407245
0.7	5.4	-15.9459459459459	0.276400198557291	16.4894740618277	0.174910518936812
0.7	5.4	-15.8858858858859	0.280253524333243	16.527504693693	0.178079802263678
0.7	5.4	-15.8258258258258	0.28452508780762	16.5698454028055	0.18162192824909
0.7	5.4	-15.7657657657658	0.289478223827579	16.6191836214676	0.185767611371276
0.7	5.4	-15.7057057057057	0.294726144667528	16.6717434535336	0.190205499337747
0.7	5.4	-15.6456456456456	0.298551775691283	16.7102448843557	0.193470446357336
0.7	5.4	-15.5855855855856	0.301969026470785	16.744770104041	0.196408334064138
0.7	5.4	-15.5255255255255	0.305595161398209	16.7815445520142	0.199548148962086
0.7	5.4	-15.4654654654655	0.309256501519103	16.818821897996	0.202741989816035
0.7	5.4	-15.4054054054054	0.314058489908431	16.8679361890896	0.206967039261409
0.7	5.4	-15.3453453453453	0.318910704373776	16.9178237881344	0.211278455058816
0.7	5.4	-15.2852852852853	0.321595687129098	16.9455420894196	0.213682585569485
0.7	5.4	-15.2252252252252	0.324280669884422	16.9733412695197	0.216099932530835
0.7	5.4	-15.1651651651652	0.326965652639744	17.0012216808695	0.218530581275383
0.7	5.4	-15.1051051051051	0.329880407957782	17.0315803807831	0.221184395578988
0.7	5.4	-15.045045045045	0.333907882090766	17.0736876851116	0.224877480721687
0.7	5.4	-14.984984984985	0.338118423229794	17.1179074795009	0.228771188149743
0.7	5.4	-14.9249249249249	0.342878165386958	17.1681411699143	0.233213512520327
0.7	5.4	-14.8648648648649	0.346393756006886	17.2054130809275	0.236522697098568
0.7	5.4	-14.8048048048048	0.347370113372458	17.2157898962684	0.237445989903155
0.7	5.4	-14.7447447447447	0.349043064166159	17.2335961084918	0.239032342137586
0.7	5.4	-14.6846846846847	0.351728046921482	17.2622426575504	0.241589808395263
0.7	5.4	-14.6246246246246	0.354709926808403	17.2941564339077	0.244446732815579
0.7	5.4	-14.5645645645646	0.358005132917207	17.3295461001054	0.247624397082682
0.7	5.4	-14.5045045045045	0.360817323771603	17.3598505287766	0.250353460138938
0.7	5.4	-14.4444444444444	0.363258217185532	17.3862304961918	0.252735119956838
0.7	5.4	-14.3843843843844	0.365463235803212	17.4101227568782	0.254897013261837
0.7	5.4	-14.3243243243243	0.367537995205053	17.4326571211838	0.256940245172634
0.7	5.4	-14.2642642642643	0.370848222196405	17.4687180199004	0.260218451986651
0.7	5.4	-14.2042042042042	0.374631606987996	17.5100966485537	0.263992970564527
0.7	5.4	-14.1441441441441	0.378219250903893	17.5494962865101	0.267599771420404
0.7	5.4	-14.0840840840841	0.381758546354091	17.5885202453615	0.27118449432316
0.7	5.4	-14.024024024024	0.383792937134086	17.6110214202052	0.273257012251706
0.7	5.4	-13.963963963964	0.385623607194533	17.631313324983	0.275129534927259
0.7	5.4	-13.9039039039039	0.387688509142201	17.6542516974752	0.277250262242654
