x_um,curve_1,curve_2,curve_3
-30,0.00620078740157481,NaN,0.00551181102362203
-29.9399399399399,0.00620078740157481,NaN,0.00551181102362203
-29.8798798798799,0.00620078740157481,NaN,0.00551181102362203
-29.8198198198198,0.00620078740157481,NaN,0.00551181102362203
-29.7597597597598,0.00620078740157481,NaN,0.00551181102362203
-29.6996996996997,0.00620078740157481,NaN,0.00551181102362203
-29.6396396396396,0.00620078740157481,NaN,0.00551181102362203
-29.5795795795796,0.00620078740157481,NaN,0.00551181102362203
-29.5195195195195,0.00631389263279029,NaN,0.00551181102362203
-29.4594594594595,0.00667251897566858,NaN,0.00551181102362203
-29.3993993993994,0.00688976377952755,NaN,0.00551181102362203
-29.3393393393393,0.00688976377952755,NaN,0.00551181102362203
-29.2792792792793,0.00688976377952755,0.00421868719112811,0.00551181102362203
-29.2192192192192,0.00688976377952755,0.00439800036256728,0.00551181102362203
-29.1591591591592,0.00688976377952755,0.00457731353400644,0.00551181102362203
-29.0990990990991,0.00688976377952755,0.0047566267054456,0.00551181102362203
-29.039039039039,0.00666355331709663,0.00482283464566929,0.00551181102362203
-28.978978978979,0.00630492697421833,0.00482283464566929,0.00551181102362203
-28.9189189189189,0.00620078740157481,0.00482283464566929,0.00551181102362203
-28.8588588588589,0.00620078740157481,0.00482283464566929,0.00551181102362203
-28.7987987987988,0.00620078740157481,0.00482283464566929,0.00551181102362203
-28.7387387387387,0.00620078740157481,0.00482283464566929,0.00551181102362203
-28.6786786786787,0.00620078740157481,0.00482283464566929,0.00551181102362203
-28.6186186186186,0.00620078740157481,0.00482283464566929,0.00551181102362203
-28.5585585585586,0.00620078740157481,0.00482283464566929,0.00551181102362203
-28.4984984984985,0.00619182174300286,0.00482283464566929,0.00551181102362203
-28.4384384384384,0.00583319540012454,0.00482283464566929,0.00551181102362203
-28.3783783783784,0.00551181102362203,0.00482283464566929,0.00551181102362203
-28.3183183183183,0.00551181102362203,0.00482283464566929,0.00551181102362203
-28.2582582582583,0.00551181102362203,0.0047573163714896,0.00551181102362203
-28.1981981981982,0.00551181102362203,0.00439869002861128,0.00551181102362203
-28.1381381381381,0.00551181102362203,0.00413385826771651,0.00551181102362203
-28.0780780780781,0.00551181102362203,0.00413385826771651,0.00551181102362203
-28.018018018018,0.00551181102362203,0.00413385826771651,0.00563388191340946
-27.957957957958,0.00551181102362203,0.00413385826771651,0.00599250825628778
-27.8978978978979,0.00551181102362203,0.00413385826771651,0.00620078740157481
-27.8378378378378,0.00551181102362203,0.00413385826771651,0.00620078740157481
-27.7777777777778,0.00551181102362203,0.00413385826771651,0.00620078740157481
-27.7177177177177,0.00551181102362203,0.00413385826771651,0.00620078740157481
-27.6576576576577,0.00551181102362203,0.00413385826771651,0.00620078740157481
-27.5975975975976,0.00551181102362203,0.00413385826771651,0.00620078740157481
-27.5375375375375,0.00551181102362203,0.00413385826771651,0.00620078740157481
-27.4774774774775,0.00551181102362203,0.00413385826771651,0.00620078740157481
-27.4174174174174,0.00551181102362203,0.00413385826771651,0.00620078740157481
-27.3573573573574,0.00551181102362203,0.00413385826771651,0.00620078740157481
-27.2972972972973,0.00551181102362203,0.00413385826771651,0.00620078740157481
-27.2372372372372,0.00551181102362203,0.00413385826771651,0.00620078740157481
-27.1771771771772,0.00551181102362203,0.00413385826771651,0.00620078740157481
-27.1171171171171,0.00551181102362203,0.00413385826771651,0.00620078740157481
-27.0570570570571,0.00551181102362203,0.00413385826771651,0.00620078740157481
-26.996996996997,0.00552974234076594,0.00413385826771651,0.00620078740157481
-26.9369369369369,0.00588836868364426,0.00413385826771651,0.00620078740157481
-26.8768768768769,0.00620078740157481,0.00413385826771651,0.00620078740157481
-26.8168168168168,0.00620078740157481,0.00413385826771651,0.00620078740157481
-26.7567567567568,0.00620078740157481,0.00413385826771651,0.00620078740157481
-26.6966966966967,0.00620078740157481,0.00413385826771651,0.00620078740157481
-26.6366366366366,0.00630354764213032,0.00413385826771651,0.00620078740157481
-26.5765765765766,0.00666217398500862,0.00413385826771651,0.00620078740157481
-26.5165165165165,0.00688976377952755,0.00413385826771651,0.00633182394993419
-26.4564564564565,0.00688976377952755,0.00413385826771651,0.00669045029281249
-26.3963963963964,0.00688976377952755,0.00413385826771651,0.00688976377952755
-26.3363363363363,0.00688976377952755,0.00413385826771651,0.00688976377952755
-26.2762762762763,0.00688976377952755,0.00413385826771651,0.00707735294349465
-26.2162162162162,0.00688976377952755,0.00413385826771651,0.00743597928637295
-26.1561561561562,0.00667389830775657,0.00413385826771651,0.00757874015748028
-26.0960960960961,0.00631527196487828,0.00413385826771651,0.00757874015748028
-26.036036036036,0.00620078740157481,0.00413385826771651,0.00757874015748028
-25.975975975976,0.00620078740157481,0.00413385826771651,0.00757874015748028
-25.9159159159159,0.00620078740157481,0.00413385826771651,0.00757874015748028
-25.8558558558559,0.00620078740157481,0.00413385826771651,0.00757874015748028
-25.7957957957958,0.00620078740157481,0.00413385826771651,0.00787943455266287
-25.7357357357357,0.00620078740157481,0.00413385826771651,0.00823806089554119
-25.6756756756757,0.00587181669858837,0.00413385826771651,0.00859668723841949
-25.6156156156156,0.00551319035571002,0.00413385826771651,0.00895531358129781
-25.5555555555556,0.00551181102362203,0.00413385826771651,0.00967118693496645
-25.4954954954955,0.00551181102362203,0.00413385826771651,0.0103884396207231
-25.4354354354354,0.00551181102362203,0.00413385826771651,0.0111056923064797
-25.3753753753754,0.00551181102362203,0.00413385826771651,0.0117677717087166
-25.3153153153153,0.00551181102362203,0.00413385826771651,0.0121263980515949
-25.2552552552553,0.00559526061494565,0.00413385826771651,0.0128188227597677
-25.1951951951952,0.00595388695782398,0.00413385826771651,0.0146119544741593
-25.1351351351351,0.00620078740157481,0.00413385826771651,0.0162933602894233
-25.0750750750751,0.00620078740157481,0.00413385826771651,0.0177278656609366
-25.015015015015,0.00620078740157481,0.00413385826771651,0.0186023622047244
-24.954954954955,0.00620078740157481,0.00413385826771651,0.0186023622047244
-24.8948948948949,0.00620078740157481,0.00413385826771651,0.0192754762636653
-24.8348348348348,0.00620078740157481,0.00413385826771651,0.0207099816351785
-24.7747747747748,0.00620078740157481,0.00413385826771651,0.0217513773616136
