profile	wavelength_um	x_um	m	n_eff	k_eff
1	3.5	-23.6936936936937	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-23.6336336336336	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-23.5735735735736	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-23.5135135135135	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-23.4534534534535	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-23.3933933933934	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-23.3333333333333	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-23.2732732732733	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-23.2132132132132	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-23.1531531531532	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-23.0930930930931	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-23.033033033033	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-22.972972972973	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-22.9129129129129	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-22.8528528528529	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-22.7927927927928	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-22.7327327327327	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-22.6726726726727	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-22.6126126126126	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-22.5525525525526	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-22.4924924924925	0.0203993948286186	3.80611400491996	0.000808521824332788
1	3.5	-22.4324324324324	0.0192109918137315	3.80487460333926	0.000760796611297648
1	3.5	-22.3723723723724	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-22.3123123123123	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-22.2522522522523	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-22.1921921921922	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-22.1321321321321	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-22.0720720720721	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-22.012012012012	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-21.951951951952	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-21.8918918918919	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-21.8318318318318	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-21.7717717717718	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-21.7117117117117	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-21.6516516516517	0.0190692976081104	3.80472689614302	0.000755111501822085
1	3.5	-21.5915915915916	0.0202577006229975	3.8059661768877	0.000802827412012254
1	3.5	-21.5315315315315	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-21.4714714714715	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-21.4114114114114	0.0215398046448275	3.80730430738057	0.000854393119511377
1	3.5	-21.3513513513514	0.0227282076597145	3.80854569789184	0.000902271568643089
1	3.5	-21.2912912912913	0.0228310502283105	3.80865317371351	0.000906418581527421
1	3.5	-21.2312312312312	0.0228310502283105	3.80865317371351	0.000906418581527421
1	3.5	-21.1711711711712	0.0228310502283105	3.80865317371351	0.000906418581527421
1	3.5	-21.1111111111111	0.0227464907830205	3.80856480414786	0.000903008772439535
1	3.5	-21.0510510510511	0.0215580877681334	3.80732339799993	0.000855129117740935
1	3.5	-20.990990990991	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-20.9309309309309	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-20.8708708708709	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-20.8108108108108	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-20.7507507507508	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-20.6906906906907	0.0205479452054795	3.80626900140378	0.000814492965148809
1	3.5	-20.6306306306306	0.0200885817324174	3.80578975584982	0.000796032308693629
1	3.5	-20.5705705705706	0.0189001787175302	3.80455061930203	0.000748327498804866
1	3.5	-20.5105105105105	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-20.4504504504505	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-20.3903903903904	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-20.3303303303303	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-20.2702702702703	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-20.2102102102102	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-20.1501501501502	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-20.0900900900901	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-20.03003003003	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-19.96996996997	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-19.9099099099099	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-19.8498498498498	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-19.7897897897898	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-19.7297297297297	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-19.6696696696697	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-19.6096096096096	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-19.5495495495495	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-19.4894894894895	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-19.4294294294294	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-19.3693693693694	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-19.3093093093093	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-19.2492492492492	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-19.1891891891892	0.0182648401826483	3.80388857325504	0.000722855742764094
1	3.5	-19.1291291291291	0.0177757666342141	3.8033791376628	0.000703263139881234
1	3.5	-19.0690690690691	0.0165873636193271	3.80214197018798	0.000655709796874513
1	3.5	-19.009009009009	0.0159817351598174	3.80151187907934	0.000631505736058395
1	3.5	-18.9489489489489	0.0159817351598174	3.80151187907934	0.000631505736058395
1	3.5	-18.8888888888889	0.0159817351598174	3.80151187907934	0.000631505736058395
1	3.5	-18.8288288288288	0.0159817351598174	3.80151187907934	0.000631505736058395
1	3.5	-18.7687687687688	0.0159817351598174	3.80151187907934	0.000631505736058395
