x_t_over_tau,B_terms_5,relative_error_terms_5,pseudo_Xc_terms_5,B_terms_10,relative_error_terms_10,pseudo_Xc_terms_10,B_terms_20,relative_error_terms_20,pseudo_Xc_terms_20,B_terms_50,relative_error_terms_50,pseudo_Xc_terms_50,B_terms_120,relative_error_terms_120,pseudo_Xc_terms_120,B_terms_300,relative_error_terms_300,pseudo_Xc_terms_300,B_terms_800,relative_error_terms_800,pseudo_Xc_terms_800
3.448962260405759751e-03,2.428246785868282132e-06,8.748681055900000000e+10,2.428243837679441959e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.775557561562891351e-17,0.000000000000000000e+00,2.775557561562891351e-17,2.775557561562891351e-17,0.000000000000000000e+00,2.775557561562891351e-17
3.696912707195024444e-03,2.592483498653486151e-06,4.670203087300000000e+10,2.592480138171044654e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.326672684688674053e-17,5.000000000000000000e-01,8.326672684688674053e-17,8.326672684688674053e-17,5.000000000000000000e-01,8.326672684688674053e-17
3.962688638701478659e-03,2.767052399266223262e-06,9.969356923300000000e+10,2.767048570980264181e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.775557561562891351e-17,0.000000000000000000e+00,2.775557561562891351e-17,2.775557561562891351e-17,0.000000000000000000e+00,2.775557561562891351e-17
4.247571552536898512e-03,2.952490942037533372e-06,2.952490942037533108e+294,2.952486583440441286e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.552935074866947852e-03,3.149347808872882126e-06,5.673360647300000000e+10,3.149342849682277383e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.551115123125782702e-17,0.000000000000000000e+00,5.551115123125782702e-17,5.551115123125782702e-17,0.000000000000000000e+00,5.551115123125782702e-17
4.880251583654433324e-03,3.358180321405557223e-06,2.419823942959999847e+10,3.358174682724333605e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.387778780781445676e-16,0.000000000000000000e+00,1.387778780781445429e-16,1.387778780781445676e-16,0.000000000000000000e+00,1.387778780781445429e-16
5.231099308056257925e-03,3.579551308058315229e-06,4.298897583133333588e+10,3.579544901472175896e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.326672684688674053e-17,0.000000000000000000e+00,8.326672684688674053e-17,2.775557561562891351e-17,6.666666666666666297e-01,2.775557561562891351e-17
5.607169938205458157e-03,3.814025359649697577e-06,3.435368637600000000e+10,3.814018086264222605e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.110223024625156540e-16,0.000000000000000000e+00,1.110223024625156540e-16,1.110223024625156540e-16,0.000000000000000000e+00,1.110223024625156540e-16
6.010276782070381706e-03,4.062164409512902807e-06,4.062164409512902815e+294,4.062156158934230158e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.551115123125782702e-17,5.551115123125782168e+283,5.551115123125782702e-17,5.551115123125782702e-17,5.551115123125782168e+283,5.551115123125782702e-17
6.442363508721370147e-03,4.324522568710520432e-06,3.895183645700000000e+10,4.324513217976275603e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.551115123125782702e-17,5.000000000000000000e-01,5.551115123125782702e-17,1.110223024625156540e-16,0.000000000000000000e+00,1.110223024625156540e-16
6.905513520162331019e-03,4.601640148982344414e-06,8.289577944000000000e+10,4.601629561452554558e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.551115123125782702e-17,0.000000000000000000e+00,5.551115123125782702e-17
7.401959996915637337e-03,4.894036805813684055e-06,8.816312933900000000e+10,4.894024830035092294e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.551115123125782702e-17,0.000000000000000000e+00,5.551115123125782702e-17,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.934096665797491649e-03,5.202203740339861326e-06,2.342864282550000000e+10,5.202190208901447176e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.665334536937734811e-16,2.500000000000000000e-01,1.665334536937734564e-16,1.110223024625156540e-16,5.000000000000000000e-01,1.110223024625156540e-16
8.504489341802676933e-03,5.526594900495673812e-06,4.977914146800000000e+10,5.526579628898209785e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.110223024625156540e-16,0.000000000000000000e+00,1.110223024625156540e-16,5.551115123125782702e-17,5.000000000000000000e-01,5.551115123125782702e-17
9.115888299750818727e-03,5.867617140997705150e-06,3.523386449200000000e+10,5.867599926565917424e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.665334536937734811e-16,0.000000000000000000e+00,1.665334536937734564e-16,1.665334536937734811e-16,0.000000000000000000e+00,1.665334536937734564e-16
9.771241535346501458e-03,6.225619305078033960e-06,1.121507871290000000e+11,6.225599925950384302e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.551115123125782702e-17,0.000000000000000000e+00,5.551115123125782702e-17,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.047370897959449751e-02,6.600880222473737291e-06,3.963696227933333588e+10,6.600858436711817034e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.665334536937734811e-16,0.000000000000000000e+00,1.665334536937734564e-16,1.665334536937734811e-16,0.000000000000000000e+00,1.665334536937734564e-16
1.122667773510813496e-02,6.993595632165394704e-06,6.993595632165394385e+294,6.993571177032471217e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.203377840777589310e-02,7.403864084043476623e-06,7.403864084043476984e+294,7.403836675509433042e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.289890261253308010e-02,7.831671902436276866e-06,7.054142932200000000e+10,7.831641234973943025e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.110223024625156540e-16,0.000000000000000000e+00,1.110223024625156540e-16,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.382622173764654940e-02,8.276877350499312058e-06,7.455148350200000000e+10,8.276843097244477481e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.110223024625156540e-16,0.000000000000000000e+00,1.110223024625156540e-16,1.110223024625156540e-16,0.000000000000000000e+00,1.110223024625156540e-16
1.482020705798858633e-02,8.739194191753618668e-06,7.871566341000000000e+10,8.739156005107297559e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.110223024625156540e-16,0.000000000000000000e+00,1.110223024625156540e-16,1.110223024625156540e-16,0.000000000000000000e+00,1.110223024625156540e-16
1.588565129428052766e-02,9.218174912839494084e-06,1.660598764000000000e+10,9.218132425595683630e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.110223024625156540e-16,8.000000000000000444e-01,1.110223024625156540e-16,4.440892098500626162e-16,2.000000000000000111e-01,4.440892098500625176e-16,3.330669073875469621e-16,4.000000000000000222e-01,3.330669073875469128e-16
1.702769172225899671e-02,9.713193944937970059e-06,2.187216831450000000e+10,9.713146772022397308e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.440892098500626162e-16,0.000000000000000000e+00,4.440892098500625176e-16,2.220446049250313081e-16,5.000000000000000000e-01,2.220446049250312834e-16
1.825183494319042310e-02,1.022343131740210964e-05,1.841689658759999847e+10,1.022337905830624675e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.551115123125782702e-16,0.000000000000000000e+00,5.551115123125781716e-16,4.440892098500626162e-16,2.000000000000000111e-01,4.440892098500625176e-16
1.956398343517062877e-02,1.074785725774241030e-05,1.613468197933333397e+10,1.074779949973151864e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.220446049250313081e-16,6.666666666666666297e-01,2.220446049250312834e-16,6.661338147750939243e-16,0.000000000000000000e+00,6.661338147750937270e-16,4.440892098500626162e-16,3.333333333333333148e-01,4.440892098500625176e-16
2.097046401323232959e-02,1.128521836213369767e-05,2.032964208320000076e+10,1.128515468429649744e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.110223024625156540e-16,8.000000000000000444e-01,1.110223024625156540e-16,7.771561172376095783e-16,4.000000000000000222e-01,7.771561172376092825e-16,5.551115123125782702e-16,0.000000000000000000e+00,5.551115123125781716e-16
2.247805833548725124e-02,1.183402605486882919e-05,1.776523844266666794e+10,1.183395603305871016e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.661338147750939243e-16,0.000000000000000000e+00,6.661338147750937270e-16,4.440892098500626162e-16,3.333333333333333148e-01,4.440892098500625176e-16
2.409403560239524456e-02,1.239254815388335373e-05,2.790553762300000000e+10,1.239247136657567920e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.440892098500626162e-16,0.000000000000000000e+00,4.440892098500625176e-16,4.440892098500626162e-16,0.000000000000000000e+00,4.440892098500625176e-16
2.582618760682674902e-02,1.295880444107666563e-05,2.918063342500000000e+10,1.295872047613308949e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.440892098500626162e-16,0.000000000000000000e+00,4.440892098500625176e-16,4.440892098500626162e-16,0.000000000000000000e+00,4.440892098500625176e-16
2.768286630392063907e-02,1.353056721220546876e-05,3.046812872650000000e+10,1.353047567449377780e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.440892098500626162e-16,0.000000000000000000e+00,4.440892098500625176e-16,2.220446049250313081e-16,5.000000000000000000e-01,2.220446049250312834e-16
2.967302408188869645e-02,1.410536781132343265e-05,2.117497640533333206e+10,1.410526833109062307e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.220446049250313081e-16,6.666666666666666297e-01,2.220446049250312834e-16,8.881784197001252323e-16,3.333333333333333148e-01,8.881784197001249365e-16,4.440892098500626162e-16,3.333333333333333148e-01,4.440892098500625176e-16
3.180625692794119413e-02,1.468051015440785534e-05,1.468051015440785486e+295,1.468040239624597486e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.409285069746811198e-02,1.525309218552983737e-05,6.869382028200000000e+10,1.525297585771068128e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.440892098500626162e-16,1.000000000000000000e+00,4.440892098500625176e-16
3.654383070957254592e-02,1.582003609090776308e-05,3.562355432100000000e+10,1.581991095479669173e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.220446049250313081e-16,5.000000000000000000e-01,2.220446049250312834e-16,8.881784197001252323e-16,1.000000000000000000e+00,8.881784197001249365e-16
3.917101490809256348e-02,1.637812786503545226e-05,1.844013263650000000e+10,1.637799374423148807e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.881784197001252323e-16,0.000000000000000000e+00,8.881784197001249365e-16,8.881784197001252323e-16,0.000000000000000000e+00,8.881784197001249365e-16
4.198707084443910331e-02,1.692406654463241011e-05,3.810960989100000000e+10,1.692392333342611233e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.440892098500626162e-16,0.000000000000000000e+00,4.440892098500625176e-16
4.500557675700497806e-02,1.745452297985394807e-05,3.930409159300000000e+10,1.745437065055400038e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.881784197001252323e-16,1.000000000000000000e+00,8.881784197001249365e-16
4.824108704165368938e-02,1.796620753458100239e-05,2.022815138850000000e+10,1.796604614324094509e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.440892098500626162e-16,5.000000000000000000e-01,4.440892098500625176e-16,8.881784197001252323e-16,0.000000000000000000e+00,8.881784197001249365e-16
5.170920242896755170e-02,1.845594544880313492e-05,4.155909452200000000e+10,1.845577513888967491e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.440892098500626162e-16,0.000000000000000000e+00,4.440892098500625176e-16,4.440892098500626162e-16,0.000000000000000000e+00,4.440892098500625176e-16
5.542664520663101446e-02,1.892075793730185751e-05,4.260575919700000000e+10,1.892057894089031294e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.440892098500626162e-16,0.000000000000000000e+00,4.440892098500625176e-16,8.881784197001252323e-16,1.000000000000000000e+00,8.881784197001249365e-16
5.941133984965033671e-02,1.935794632590415176e-05,4.359021992900000000e+10,1.935775896207016691e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.440892098500626162e-16,0.000000000000000000e+00,4.440892098500625176e-16
6.368249944718586131e-02,1.976517581336878493e-05,1.976517581336878428e+295,1.976498048356823301e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.440892098500626162e-16,4.440892098500625734e+284,4.440892098500625176e-16
6.826071834272386119e-02,2.014055475285658758e-05,2.267624871900000000e+10,2.014035193324534683e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.440892098500626162e-16,5.000000000000000000e-01,4.440892098500625176e-16,8.881784197001252323e-16,0.000000000000000000e+00,8.881784197001249365e-16,4.440892098500626162e-16,5.000000000000000000e-01,4.440892098500625176e-16
7.316807143427192517e-02,2.048270488375081300e-05,2.048270488375081254e+295,2.048249511458334973e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.440892098500626162e-16,4.440892098500625734e+284,4.440892098500625176e-16,4.440892098500626162e-16,4.440892098500625734e+284,4.440892098500625176e-16
7.842822061337681450e-02,2.079081765726797926e-05,1.560558644133333397e+10,2.079060152971637683e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.440892098500626162e-16,6.666666666666666297e-01,4.440892098500625176e-16,1.332267629550187849e-15,0.000000000000000000e+00,1.332267629550187060e-15,1.332267629550187849e-15,0.000000000000000000e+00,1.332267629550187060e-15
8.406652885618325077e-02,2.106469191565096821e-05,4.743346933000000000e+10,2.106447005658601836e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.332267629550187849e-15,2.000000000000000000e+00,1.332267629550187060e-15,4.440892098500626162e-16,0.000000000000000000e+00,4.440892098500625176e-16
9.011018251665019185e-02,2.130474874206811364e-05,2.398701462300000000e+10,2.130452179752030363e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.881784197001252323e-16,0.000000000000000000e+00,8.881784197001249365e-16,1.776356839400250465e-15,1.000000000000000000e+00,1.776356839400248690e-15,8.881784197001252323e-16,0.000000000000000000e+00,8.881784197001249365e-16
9.658832241158699095e-02,2.151202026023923963e-05,2.422038160600000000e+10,2.151178887839057125e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.881784197001252323e-16,0.000000000000000000e+00,8.881784197001249365e-16,8.881784197001252323e-16,0.000000000000000000e+00,8.881784197001249365e-16
1.035321843295661515e-01,2.168811080593968654e-05,2.441864193500000000e+10,2.168787562056476471e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.776356839400250465e-15,1.000000000000000000e+00,1.776356839400248690e-15,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.109752496412072104e-01,2.183513070974640868e-05,1.229208581500000000e+10,2.183489232501491196e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.881784197001252323e-16,5.000000000000000000e-01,8.881784197001249365e-16,8.881784197001252323e-16,5.000000000000000000e-01,8.881784197001249365e-16,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.189534067370319470e-01,2.195560531426110629e-05,2.195560531426110783e+295,2.195536429172268179e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
