x_t_over_tau,B_terms_5,relative_error_terms_5,pseudo_Xc_terms_5,B_terms_10,relative_error_terms_10,pseudo_Xc_terms_10,B_terms_20,relative_error_terms_20,pseudo_Xc_terms_20,B_terms_50,relative_error_terms_50,pseudo_Xc_terms_50,B_terms_120,relative_error_terms_120,pseudo_Xc_terms_120,B_terms_300,relative_error_terms_300,pseudo_Xc_terms_300,B_terms_800,relative_error_terms_800,pseudo_Xc_terms_800
9.221978823334321543e-04,6.763267764095526324e-07,4.873448029050000000e+10,6.763265477006500265e-07,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.387778780781445676e-17,0.000000000000000000e+00,1.387778780781445676e-17,1.387778780781445676e-17,0.000000000000000000e+00,1.387778780781445676e-17
9.884959046625586658e-04,7.241679907538101091e-07,1.043636061850000000e+11,7.241677285442340434e-07,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.081668171172168513e-17,2.000000000000000000e+00,2.081668171172168513e-17,2.775557561562891351e-17,3.000000000000000000e+00,2.775557561562891351e-17
1.059560179277615945e-03,7.753335761542801130e-07,7.753335761542800775e+293,7.753332755832806684e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387778780781445676e-17,1.387778780781445542e+283,1.387778780781445676e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.135733358343105071e-03,8.300456967383351703e-07,8.300456967383351147e+293,8.300453522505011783e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081668171172168513e-17,2.081668171172168623e+283,2.081668171172168513e-17,1.387778780781445676e-17,1.387778780781445542e+283,1.387778780781445676e-17
1.217382727739662078e-03,8.885400501409956853e-07,6.402605821850000000e+10,8.885396553894023343e-07,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.081668171172168513e-17,5.000000000000000000e-01,2.081668171172168513e-17,1.387778780781445676e-17,0.000000000000000000e+00,1.387778780781445676e-17
1.304901978014401690e-03,9.510664928102929849e-07,9.510664928102929017e+293,9.510660405466994567e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.398713102647238578e-03,1.017889662086046698e-06,1.017889662086046650e+294,1.017889144036540402e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.163336342344337027e-17,4.163336342344337245e+283,4.163336342344337027e-17,1.387778780781445676e-17,1.387778780781445542e+283,1.387778780781445676e-17
1.499268432786045498e-03,1.089289588473985049e-06,1.089289588473985022e+294,1.089288995198296649e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387778780781445676e-17,1.387778780781445542e+283,1.387778780781445676e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.607052818261638441e-03,1.165562289837107635e-06,4.199380715250000000e+10,1.165561610569645730e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.163336342344337027e-17,5.000000000000000000e-01,4.163336342344337027e-17,2.775557561562891351e-17,0.000000000000000000e+00,2.775557561562891351e-17
1.722585965398787389e-03,1.247020338795978844e-06,8.985728532900000000e+10,1.247019561266439297e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.775557561562891351e-17,1.000000000000000000e+00,2.775557561562891351e-17,2.775557561562891351e-17,1.000000000000000000e+00,2.775557561562891351e-17
1.846424942895542615e-03,1.333993391944288120e-06,4.806217714200000000e+10,1.333992502175498840e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.775557561562891351e-17,0.000000000000000000e+00,2.775557561562891351e-17,2.775557561562891351e-17,0.000000000000000000e+00,2.775557561562891351e-17
1.979166867853557332e-03,1.426828668243951270e-06,1.426828668243951115e+294,1.426827650324411261e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.121451784910629874e-03,1.525891362028075626e-06,1.099520603100000000e+11,1.525890197856443470e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.387778780781445676e-17,0.000000000000000000e+00,1.387778780781445676e-17,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.273965752357927448e-03,1.631564973555987841e-06,5.878332325450000000e+10,1.631563642554580220e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.775557561562891351e-17,0.000000000000000000e+00,2.775557561562891351e-17,2.775557561562891351e-17,0.000000000000000000e+00,2.775557561562891351e-17
2.437444150122221927e-03,1.744251537455498990e-06,6.284328459200000000e+10,1.744250016249670714e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.775557561562891351e-17,0.000000000000000000e+00,2.775557561562891351e-17,2.775557561562891351e-17,0.000000000000000000e+00,2.775557561562891351e-17
2.612675225563326330e-03,1.864371727000602164e-06,1.343421410390000000e+11,1.864369989060714022e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.775557561562891351e-17,1.000000000000000000e+00,2.775557561562891351e-17,1.387778780781445676e-17,0.000000000000000000e+00,1.387778780781445676e-17
2.800503894183630979e-03,1.992364808856006420e-06,7.178250728500000000e+10,1.992362824098559068e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.775557561562891351e-17,0.000000000000000000e+00,2.775557561562891351e-17,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.001835813575588850e-03,2.128688420144353444e-06,7.669408300500000000e+10,2.128686154488765973e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.775557561562891351e-17,0.000000000000000000e+00,2.775557561562891351e-17,2.775557561562891351e-17,0.000000000000000000e+00,2.775557561562891351e-17
3.217641750250735486e-03,2.273818135001270946e-06,8.192293204300000000e+10,2.273815549878774781e-06,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.775557561562891351e-17,0.000000000000000000e+00,2.775557561562891351e-17,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
